INV,C_TYPE,C_PLANT,C_MARK,C_BODY,C_GROUP,N_CHASS,N_ENG,N_BODY,YEA_,N_PASS,D_PASS,SIGN,SIGN1,SIGN2,D_SIGN,D_EXPL,C_CLASS,C_COLOR,C_DUTY,C_OWNER,COST,SUBD,SUBC,YEAR_A,C_SOUR,N_SOUR,D_SOUR,C_STOR,N_STOR,D_STOR,N_ALOC,D_ALOC,D_TRANS,D_DEL,NORM_R,NORM_P,NORM_O,C_SFIN,C_BUY
1.3340000000000000e+03,"A(","C*","OQ","D,","E)","0334058","10803464","6409",1991,"ВШ 910875","09/17/91 00:00:00","0970рда",,,"09/17/91 00:00:00","09/06/91 00:00:00","F*","G1","H1","(6",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","641817","08/18/91 00:00:00","2","02/05/91 00:00:00","09/06/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3350000000000000e+03,"A(","C*","OQ","D,","E)","0334056","10803439","6406",1991,"ВШ 919659","09/09/91 00:00:00","1238рдч",,,"09/09/91 00:00:00","09/06/91 00:00:00","F*","G1",,"(I",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","641817","08/18/91 00:00:00","2","02/05/91 00:00:00","09/06/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3360000000000000e+03,"A(","C*","OQ","D,","E)","0334064","10803575","6239",1991,"ВШ 230114","10/14/91 00:00:00","1196рдч",,,"10/14/91 00:00:00","09/06/91 00:00:00","F*","G2",,"(g",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","641817","08/18/91 00:00:00","2","02/05/91 00:00:00","09/06/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3370000000000000e+03,"A(","C*","OQ","D,","E)","0334066","10803556","6427",1991,"ВШ 232891","01/10/92 00:00:00","1166рдб",,,"01/10/92 00:00:00","09/06/91 00:00:00","F*","G1",,"(S",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","641818","08/18/91 00:00:00","2","02/05/91 00:00:00","09/06/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3380000000000000e+03,"A(","C*","OQ","D,","E)","0333968","10803172","6297",1991,"ВШ 916499","09/07/91 00:00:00","0317рда",,,"09/07/91 00:00:00","09/05/91 00:00:00","F*","G1","H+","(A",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","641818","08/18/91 00:00:00","2","02/05/91 00:00:00","09/05/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3390000000000000e+03,"A(","C*","OQ","D,","E)","0334037","10803588","6298",1991,"ВШ 916922","09/12/91 00:00:00","1063рдч",,,"09/12/91 00:00:00","09/06/91 00:00:00","F*","G1",,"(d",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","641818","08/18/91 00:00:00","2","02/05/91 00:00:00","09/06/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3400000000000000e+03,"A(","C*","OQ","D,","E)","0334050","10803415","6419",1991,"ВУ 979630","09/10/91 00:00:00","1150рдч",,,"09/10/91 00:00:00","09/06/91 00:00:00","F*","G1",,"(b",,,,,"I*","10/24-39","04/08/91 00:00:00","J2","641818","08/18/91 00:00:00","2","02/05/91 00:00:00",,,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3410000000000000e+03,"A(","C*","OQ","D,","E)","0333783","10802459","6119",1991,,,,,,,,"F*","G1",,,,,,,"I)","10/24-39","04/08/91 00:00:00","J2","641818","08/18/91 00:00:00","2","02/05/91 00:00:00",,"08/30/91 00:00:00",2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3420000000000000e+03,"A(","C*","OQ","D,","E)","0334074","10803562","6435",1991,"ВШ 916944","09/25/91 00:00:00","0252",,,"09/25/91 00:00:00","09/17/91 00:00:00","F*","G1",,"(<",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","641818","08/18/91 00:00:00","2","02/05/91 00:00:00","09/17/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3430000000000000e+03,"A(","C*","OQ","D,","E)","0334257","10803707","6642",1991,,,,,,,,"F*","G1",,,,,,,"I)","10/24-39","04/08/91 00:00:00","J2","641820","08/18/91 00:00:00","2","02/05/91 00:00:00",,"09/06/91 00:00:00",2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3570000000000000e+03,"A(","C*","OQ","D,","E)","0334127","10803310","6512",1991,"ВУ 979638","09/10/91 00:00:00","0471рос",,,"09/10/91 00:00:00","09/05/91 00:00:00","F*","G2",,"(O",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","641821","08/18/91 00:00:00","2","02/05/91 00:00:00","09/05/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3580000000000000e+03,"A(","C*","OQ","D,","E)","0334136","10803602","6395",1991,"ВШ 909460","10/15/91 00:00:00","0210рдв",,,"10/15/91 00:00:00","09/09/91 00:00:00","F*","G2",,"(@",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","641821","08/18/91 00:00:00","2","02/05/91 00:00:00","09/09/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3590000000000000e+03,"A(","C*","OQ","D,","E)","0333903","10803173","6214",1991,"ВШ 915983","09/17/91 00:00:00","0416рдв",,,"09/17/91 00:00:00","09/05/91 00:00:00","F*","G1",,"(C",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","641821","08/18/91 00:00:00","2","02/05/91 00:00:00","09/05/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3600000000000000e+03,"A(","C*","OQ","D,","E)","0333528","10801858","5837",1991,"ВЩ 564768","09/10/91 00:00:00","0610ром",,,"09/10/91 00:00:00","09/05/91 00:00:00","F*","G1",,"(5",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","641821","08/18/91 00:00:00","2","02/05/91 00:00:00","09/05/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3610000000000000e+03,"A(","C*","OQ","D,","E)","0334006","10803416","4421",1991,"ВШ 230115","10/14/91 00:00:00","0491рос",,,"10/14/91 00:00:00","09/06/91 00:00:00","F*","G1",,"(g",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","641821","08/18/91 00:00:00","2","02/05/91 00:00:00","09/06/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3620000000000000e+03,"A(","C*","OQ","D,","E)","0333925","10803171","5931",1991,"ВЩ 568517","10/12/91 00:00:00","0667рдв",,,"10/12/91 00:00:00","10/01/91 00:00:00","F*","G1","H3","(P",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","642453","08/18/91 00:00:00","2","02/05/91 00:00:00","10/01/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3630000000000000e+03,"A(","C*","OQ","D,","E)","0334288","10804039","6674",1991,"ВЩ 568635","01/31/92 00:00:00","1002рдч",,,"01/31/92 00:00:00","12/28/91 00:00:00","F*","G1",,"(P",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","642453","08/18/91 00:00:00","2","02/05/91 00:00:00","12/28/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3640000000000000e+03,"A(","C*","OQ","D,","E)","0333899","10803158","6209",1991,"ВШ 232890","01/10/92 00:00:00","0687",,,"01/10/92 00:00:00","09/06/91 00:00:00","F*","G2",,"(S",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","642453","08/18/91 00:00:00","2","02/05/91 00:00:00","09/06/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3650000000000000e+03,"A(","C*","OQ","D,","E)","0334274","10803859","6606",1991,,,"0203рдг",,,,,"F*","G2",,,,,,,"I)","10/24-39","04/08/91 00:00:00","J2","642453","08/18/91 00:00:00","2","02/05/91 00:00:00",,"09/05/91 00:00:00",2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3660000000000000e+03,"A(","C*","OQ","D,","E)","0334048","10803589","6420",1991,"ВЩ 564770","09/10/91 00:00:00","1054рдч",,,"09/10/91 00:00:00","09/05/91 00:00:00","F*","G2",,"(5",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","642453","08/18/91 00:00:00","2","02/05/91 00:00:00","09/05/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3670000000000000e+03,"A(","C*","OQ","D,","E)","0331275","10705697","5369",1991,"ВШ 916496","09/07/91 00:00:00","0447рдв",,,"09/07/91 00:00:00","09/05/91 00:00:00","F*","G2","H)","(A",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","642453","08/18/91 00:00:00","2","02/05/91 00:00:00","09/05/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3680000000000000e+03,"A(","C*","OQ","D,","E)","333937","10803096","6193",1991,"ВШ 232559","09/14/91 00:00:00","0611рдв",,,"09/14/91 00:00:00","09/06/91 00:00:00","F*","G2",,"(Q",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","642453","08/18/91 00:00:00","2","02/05/91 00:00:00","09/06/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3690000000000000e+03,"A(","C*","OQ","D,","E)","0333764","10802783","6100",1991,"ВЩ 564774","09/10/91 00:00:00","0993рдб",,,"09/10/91 00:00:00","09/05/91 00:00:00","F*","G2",,"(5",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","642453","08/18/91 00:00:00","2","02/05/91 00:00:00","09/05/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3830000000000000e+03,"A(","C*","OQ","D,","E)","0334351","10804259","6739",1991,"ВШ 920703","09/17/91 00:00:00","1106рдб",,,"09/17/91 00:00:00","09/06/91 00:00:00","F*","G1",,"(D",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","642453","08/18/91 00:00:00","2","02/05/91 00:00:00","09/06/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3840000000000000e+03,"A(","C*","OQ","D,","E)","0334285","10803954","6672",1991,"ВШ 920690","09/10/91 00:00:00","1444рдш",,,"09/10/91 00:00:00","09/06/91 00:00:00","F*","G1",,"(M",,,,,"I)","10/24-39","04/08/91 00:00:00","J2","641820","08/18/91 00:00:00","2","02/05/91 00:00:00","09/06/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3850000000000000e+03,"A(","C(","N/","D(","E+",,"9930367","4932126",1987,"ВУ 721784",,"0523рда",,,"09/17/90 00:00:00","02/08/88 00:00:00","F)",,,"(q",,,,,"I*","15/4-5761","12/24/87 00:00:00","J-","28","01/28/88 00:00:00","2","02/05/88 00:00:00","08/27/90 00:00:00",,2.9000000000000000e+03,9.5000000000000000e+00,,,
1.3860000000000000e+03,"A(","C(","N/","D(","E)",,"7720211","4492975",1984,"ВП 877695",,"0908рдб",,,,"09/24/84 00:00:00","F)",,,"(q",,,,,"I*",,,"J/","3/4628","09/24/84 00:00:00","2","02/05/84 00:00:00","06/20/90 00:00:00","09/15/92 00:00:00",2.0800000000000000e+03,8.5000000000000000e+00,,,
1.3870000000000000e+03,"A(","C*","OQ","D,","E)","337343","10900941","4",1991,"ВШ 232677","10/14/91 00:00:00","0663ром",,,"10/14/91 00:00:00","10/01/91 00:00:00","F*","G1","H3","(4",,,,,"I*","10/24-39","04/08/91 00:00:00","J2","642595","09/10/91 00:00:00","2","02/05/91 00:00:00","10/01/91 00:00:00",,2.9000000000000000e+03,1.8000000000000000e+01,,,
1.3880000000000000e+03,"A(","C*","OQ","D,","E)","337462","10901737","148",1991,"ВШ 911852","09/24/91 00:00:00","0386рдв",,,"09/24/91 00:00:00","09/20/91 00:00:00","F*","G4",,"(2(",,,,,"I*","10/24-39","04/08/91 00:00:00","J2","642595","09/10/91 00:00:00","2","02/05/91 00:00:00","09/20/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3890000000000000e+03,"A(","C*","OQ","D,","E)","337450","10901667","9961",1991,"ВШ 911857","09/24/91 00:00:00","0268рос",,,"09/24/91 00:00:00","09/18/91 00:00:00","F*","G1",,"(25",,,,,"I*","10/24-39","04/08/91 00:00:00","J2","642595","09/10/91 00:00:00","2","02/05/91 00:00:00","09/18/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3900000000000000e+03,"A(","C*","OQ","D,","E)","337480","10808355","165",1991,"ВШ 911853","09/24/91 00:00:00","0155рда",,,"09/24/91 00:00:00","09/19/91 00:00:00","F*","G4","H@","((",,,,,"I*","10/24-39","04/08/91 00:00:00","J2","642596","09/10/91 00:00:00","2","02/05/91 00:00:00","09/19/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,"*(",
1.3910000000000000e+03,"A(","C*","OQ","D,","E)","337416","10900741","115",1991,"ВШ 913682","11/13/91 00:00:00","0041",,,"11/13/91 00:00:00","09/30/91 00:00:00","F*","G1",,"(2(",,,,,"I*","10/24-39","04/08/91 00:00:00","J2","642596","09/10/91 00:00:00","2","02/05/91 00:00:00","07/01/92 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3920000000000000e+03,"A(","C*","OQ","D,","E)","337431","10901677","131",1991,"ВШ 913489","10/23/91 00:00:00","0309рдб",,,"10/23/91 00:00:00","08/23/91 00:00:00","F*","G1","H)","(21",,,,,"I*","10/24-39","04/08/91 00:00:00","J2","642596","09/10/91 00:00:00","2","02/05/91 00:00:00","08/23/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3930000000000000e+03,"A(","C*","OQ","D,","E)","337446","10900638","9953",1991,"ВШ 913629","11/05/91 00:00:00","0058рда",,,"11/05/91 00:00:00","10/21/91 00:00:00","F*","G1","HN","(M",,,,,"I*","10/24-39","04/08/91 00:00:00","J2","642596","09/10/91 00:00:00","2","02/05/91 00:00:00","04/10/92 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3940000000000000e+03,"A(","C*","OQ","D,","E)","337418","10901520","117",1991,"ВШ 917069","11/26/91 00:00:00","1166рда",,,"11/26/91 00:00:00","10/01/91 00:00:00","F*","G1","H3","(d",,,,,"I*","10/24-39","04/08/91 00:00:00","J2","642596","09/10/91 00:00:00",,,,,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.3950000000000000e+03,"A(","C*","OQ","D,","E)","337340","10900952","9951",1991,"ВЩ 565172","10/29/91 00:00:00","0249рда",,,"10/29/91 00:00:00","09/20/91 00:00:00","F*","G4",,"(h",,,,,"I*","10/24-39","04/08/91 00:00:00","J2","642596","09/10/91 00:00:00","2","02/05/91 00:00:00","09/20/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.4090000000000000e+03,"A.","C2","SТ",,"EF","188965","312444",,1987,"ВУ 462454",,"1843рон",,,,"11/12/87 00:00:00",,,"H8","(3+",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","79751466","11/04/87 00:00:00","2","02/05/87 00:00:00","11/12/87 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.4100000000000000e+03,"A.","C2","SТ",,"EF","185173","308367",,1987,"ВУ 462455",,"0944рос",,,,"11/12/87 00:00:00",,,"H8","(3/",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","79751466","11/04/87 00:00:00","2","02/05/87 00:00:00","10/20/90 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.4110000000000000e+03,"A.","C2","SУ",,"EF","б/н","612339",,1982,"DG 157315",,"0116рос",,,,"01/04/83 00:00:00",,,"H8","(3/",,,,,"I*",,,"J/","3/1-","01/04/83 00:00:00","2","02/05/83 00:00:00","10/20/90 00:00:00",,1.2500000000000000e+03,7.0000000000000000e+00,,,
1.4120000000000000e+03,"A.","C1","SС",,"EF","381161","832122",,1988,"ВУ 462625",,"0116рою",,,,"08/02/88 00:00:00",,,"H8","(3-",,,,,"I*","15/4-5761","12/24/87 00:00:00","J2","28278880","01/01/88 00:00:00","2","02/05/88 00:00:00","10/20/90 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,,
1.4130000000000000e+03,"A.","C2","SУ",,"EF","777681","899834",,1985,"ВТ 571209",,"0119рос",,,,"07/18/85 00:00:00",,,,"(3-",,,,,"I+","10/3-462","02/15/85 00:00:00","J2","79753806","01/01/85 00:00:00","2","02/05/85 00:00:00","10/20/90 00:00:00","06/23/92 00:00:00",1.2500000000000000e+03,7.0000000000000000e+00,,,
1.4140000000000000e+03,"A(","C(","N-","D(","E+",,"3379536","3379536",1980,"ВЛ 981313",,"0569ром",,,,"05/21/80 00:00:00","F)",,,"(3.",,,,,"I*","15/4-6500","12/27/79 00:00:00","J-","766","05/15/80 00:00:00","2","02/05/80 00:00:00",,"02/24/93 00:00:00",2.9000000000000000e+03,9.5000000000000000e+00,,,
1.4150000000000000e+03,"A(","C(","N-","D(","E+",,"4271519","3352457",1980,"ВЛ 981472",,"0567ром",,,"01/31/84 00:00:00","06/20/80 00:00:00","F)",,,"(3.",,,,,"I*","15/4-6500","12/27/79 00:00:00","J-","878","06/10/80 00:00:00","2","02/05/80 00:00:00","01/01/87 00:00:00","02/14/92 00:00:00",2.9000000000000000e+03,9.5000000000000000e+00,,,
1.4160000000000000e+03,"A(","C(","N-","D(","E+",,"384959","3347831",1980,"ВЛ 981474","07/01/80 00:00:00","0656рдв",,,"01/31/84 00:00:00","06/20/80 00:00:00","F)",,,"(3.",,,,,"I*","15/4-6500","12/27/79 00:00:00","J/","3/544","02/22/80 00:00:00","2","02/05/80 00:00:00","01/01/87 00:00:00","02/23/93 00:00:00",2.9000000000000000e+03,9.5000000000000000e+00,,,
1.4170000000000000e+03,"A(","C(","N7","D(","E)",,"8134689","1262287",1985,"ВТ 573748",,"0976ром",,,"11/01/88 00:00:00","08/05/85 00:00:00","F)",,,"(3.",,,,,"I+","10/3-462","02/15/85 00:00:00","J0","3/1287","06/24/85 00:00:00","2","02/05/85 00:00:00","08/02/88 00:00:00","04/21/92 00:00:00",2.0800000000000000e+03,1.0000000000000000e+01,,"*(",
1.4180000000000000e+03,"A(","C*","ON","D-","E+","510744","30109025",,1983,"ВР 568366",,"0901рдб",,,,"10/06/83 00:00:00","F*",,,"(3.",,,,,"I+","10/3-722","03/15/83 00:00:00","J-","1151","09/30/83 00:00:00","3","02/05/83 00:00:00","01/01/87 00:00:00","04/21/92 00:00:00",2.9000000000000000e+03,1.8500000000000000e+01,,,
1.4190000000000000e+03,"A.","C2","SУ",,"EF","28905","527988",,1982,,,"0897рое",,,,"01/04/83 00:00:00",,,"H8","(3.",,,,,"I+",,,"J/","3/1-","01/04/83 00:00:00","1","02/05/83 00:00:00","01/01/87 00:00:00",,1.2500000000000000e+03,7.0000000000000000e+00,,,
1.4200000000000000e+03,"A.","C2","SУ",,"EF","532349","564446",,1982,,,"0071рду",,,,"01/04/83 00:00:00",,,"H8","(3.",,,,,"I+",,,"J/","3/1-","01/04/83 00:00:00","1","02/05/83 00:00:00","01/01/87 00:00:00",,1.2500000000000000e+03,7.0000000000000000e+00,,,
1.4210000000000000e+03,"A.","C2","SУ",,"EF","532342","562533",,1982,,,"0071рду",,,,"01/04/83 00:00:00",,,"H8","(3.",,,,,"I+",,,"J/","3/1-","01/04/83 00:00:00","1","02/05/83 00:00:00","01/01/87 00:00:00",,1.2500000000000000e+03,7.0000000000000000e+00,,,
1.4220000000000000e+03,"A.","C2","SХ",,"EF","358672","241217",,1988,,,"0912рою",,,,"03/01/88 00:00:00",,,"H8","(3.",,,,,"I*","15/4-5761","12/24/87 00:00:00","J2","79755983","02/13/88 00:00:00","2","02/05/88 00:00:00","03/01/88 00:00:00",,1.2500000000000000e+03,7.0000000000000000e+00,,,
1.4360000000000000e+03,"A(","C(","N1","D(","E+",,"0000309","2894060",1979,"ВЛ 980579",,"0584ром",,,"08/30/84 00:00:00","08/14/79 00:00:00","F)",,"H8","(3*",,,,,"I-","37/И-2639","07/18/79 00:00:00",,"ведомость","08/11/79 00:00:00","8","09/11/79 00:00:00","07/12/87 00:00:00","05/12/92 00:00:00",2.9000000000000000e+03,9.5000000000000000e+00,,,
1.4370000000000000e+03,"A*","C-","QW","D.","E?","99503","6674",,1984,"ВР 340760",,"0291рдб",,,,"06/19/84 00:00:00","F(",,"H8","(30",,,,,"I+","1/1648","03/29/84 00:00:00","J-","551","06/13/84 00:00:00","2","02/05/84 00:00:00","09/01/90 00:00:00","05/12/92 00:00:00",4.1600000000000000e+03,1.7000000000000000e+01,,"*)",
1.4380000000000000e+03,"A6","C-","QW","D.","E?","39179","1035375",,1980,"ВШ 923258","12/14/90 00:00:00","0715рдб",,,"11/01/83 00:00:00","08/04/80 00:00:00","F(",,"H8","(3*",,,,,"I*","15/4-6500","12/27/79 00:00:00","J-","993","07/22/80 00:00:00","3","03/04/80 00:00:00","07/12/87 00:00:00",,4.1600000000000000e+03,1.7000000000000000e+01,,,
1.4390000000000000e+03,"A6","C*","P(","D.","E?","145523","70802258",,1977,"ВЗ 942931",,"0791рдт",,,"04/29/86 00:00:00","09/21/77 00:00:00",,,"H8","(3,",,,,,"I*","15/4-420","01/25/77 00:00:00","J-","1269","09/14/77 00:00:00","20","02/05/77 00:00:00","09/01/90 00:00:00","05/05/92 00:00:00",4.1600000000000000e+03,1.9000000000000000e+01,,"*)",
1.4400000000000000e+03,"A.","C2","SУ",,"EF","127743","133240",,1978,"ВЛ 976691",,"0265ром",,,,"07/17/78 00:00:00",,,"H8","(3,",,,,,"I*","15/4-610","02/03/78 00:00:00","J2","79768805","01/01/78 00:00:00","2","02/05/78 00:00:00","09/01/90 00:00:00",,1.2500000000000000e+03,7.0000000000000000e+00,,"*)",
1.4410000000000000e+03,"A.","C2","SУ",,"EF","019819","083772",,1977,"ВЗ 157962",,"0137рою",,,,"03/24/77 00:00:00",,,"H8","(3,",,,,,"I*","15/4-420","01/25/77 00:00:00","J/","3/514","03/24/77 00:00:00","2","02/05/77 00:00:00","09/01/90 00:00:00","05/14/92 00:00:00",1.2500000000000000e+03,7.0000000000000000e+00,,"*)",
1.4420000000000000e+03,"A.","C2","SУ",,"EF","532348","555599",,1982,"ВР 566759",,"0192рою",,,,"01/04/83 00:00:00",,,"H8","(3*",,,,,,,,"J/","3/1-","01/04/83 00:00:00","1","01/04/83 00:00:00","07/12/87 00:00:00",,1.2500000000000000e+03,7.0000000000000000e+00,,,
1.4430000000000000e+03,"A.","C2","SУ",,"EF","119047","123683",,1978,"ВК 925335",,"0118рою",,,,"07/17/78 00:00:00",,,"H8","(3*",,,,,"I*","15/4-610","02/03/78 00:00:00","J2","79768805","01/01/78 00:00:00","3","03/17/78 00:00:00","07/12/87 00:00:00",,1.2500000000000000e+03,7.0000000000000000e+00,,,
1.4440000000000000e+03,"A.","C2","SУ",,"EF","127754","123723",,1978,"ВК 925336",,"0166рою",,,,"07/17/78 00:00:00",,,"H8","(30",,,,,"I*","15/4-610","02/03/78 00:00:00","J2","79768805","01/01/78 00:00:00","3","03/17/78 00:00:00","09/01/90 00:00:00",,1.2500000000000000e+03,7.0000000000000000e+00,,"*)",
1.4450000000000000e+03,"A.","C2","SН",,"EF","300911","315167",,1980,"ВО 190042",,"0168рою",,,,"06/06/80 00:00:00",,,"H8","(3*",,,,,"I*","15/4-6500","12/27/79 00:00:00","J/","3/1798","06/03/80 00:00:00","3","03/04/80 00:00:00","07/12/87 00:00:00","04/23/92 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,"*)",
1.4460000000000000e+03,"A.","C2","SХ",,"EF","358670","241213",,1988,"ВУ 980088",,"0270рою",,,,"03/02/88 00:00:00",,,"H8","(3(",,,,,"I*","15/4-5761","12/24/87 00:00:00","J2","79755983","02/13/88 00:00:00","2","02/05/88 00:00:00","09/01/91 00:00:00",,1.2500000000000000e+03,7.0000000000000000e+00,,,
1.4470000000000000e+03,"A.","C2","SХ",,"EF","359161","241950",,1988,"ВУ 980089",,"0396рор",,,,"03/02/88 00:00:00",,,"H8","(30",,,,,"I*","15/4-5761","12/24/87 00:00:00","J2","79755983","02/13/88 00:00:00","2","02/05/88 00:00:00","09/01/90 00:00:00",,1.2500000000000000e+03,7.0000000000000000e+00,,,
1.4480000000000000e+03,"A.","C2","SТ",,"EF","170143","033650",,1986,"ВП 881133",,"0173рор",,,,"12/31/86 00:00:00",,,"H8","(3(",,,,,"I+","10/3-630","02/24/86 00:00:00","J2","79752074","08/24/86 00:00:00","2","02/05/86 00:00:00","09/01/90 00:00:00","05/22/92 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,"*)",
1.4620000000000000e+03,"A(","C(","N9","D(","E)",,"1721705","0611132",1991,"ВЩ 564097","04/03/91 00:00:00","0831рдш",,,"12/03/93 00:00:00","04/03/91 00:00:00",,,,"(2(",,,,,"I-",,,"JF",,"04/01/91 00:00:00",,,"04/03/91 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,"*(",
1.4630000000000000e+03,"A2",,"5)",,"E>",,"089854",,1983,,,"0800рдч",,,,,,,,"(+",,,,,,,,,,"01/01/87 00:00:00",,,"04/17/92 00:00:00",,0.0000000000000000e+00,6.2000000000000002e+00,,,
1.4640000000000000e+03,"A.","C2","SТ",,"EF","790715","712038",,1991,"ВШ 911088","11/05/91 00:00:00","0748рою",,,"11/05/91 00:00:00","10/25/91 00:00:00",,,"HN","((",,,,,"I-","9/1580","10/29/91 00:00:00","J4","697","10/24/91 00:00:00",,,"10/25/91 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.4650000000000000e+03,"A.","C2","SТ",,"EF","802632","725213",,1991,"ВШ 911093","11/15/91 00:00:00","0754рою",,,"11/15/91 00:00:00","10/24/91 00:00:00",,,"H,","(20",,,,,"I-","501","10/24/91 00:00:00","J4","694","10/24/91 00:00:00",,,"10/24/91 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.4660000000000000e+03,"A.","C2","SТ",,"EF","814370","734191",,1991,"ВШ 911094","11/15/91 00:00:00","0754рою",,,"11/15/91 00:00:00","10/24/91 00:00:00",,,"H,","(25",,,,,"I-","501","10/24/91 00:00:00","J4","694","10/24/91 00:00:00",,,"10/24/91 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.4670000000000000e+03,"A(","C*","OQ","D-","E(","336138","10808762",,1991,"ВЭ 325622","07/20/92 00:00:00","1270рою",,,"07/20/92 00:00:00","06/30/92 00:00:00","F*","G4","H*","(20",,,,,"I*","10/24-39","04/08/91 00:00:00","J-","1079","11/11/91 00:00:00","18","06/29/92 00:00:00","04/15/93 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,,
1.4680000000000000e+03,"A(","C,","N(","D(","E)","727959","4556229",,1981,"ВН 842570",,"1608рдч",,,"07/05/86 00:00:00","03/11/82 00:00:00","F)",,,"(X",,,,,"I*","15/4-1148","02/25/82 00:00:00","J0","акт","01/01/82 00:00:00","3","03/18/82 00:00:00","03/11/82 00:00:00","12/02/91 00:00:00",2.0800000000000000e+03,1.0000000000000000e+01,,"*(",
1.4690000000000000e+03,"A(","C*","OQ","D-","E(","0316924","10404962","8217",1991,"ВШ 232769","11/26/91 00:00:00","1672рда",,,"11/26/91 00:00:00","11/22/91 00:00:00","F*",,,"(4",,,,,"I-","б/н","11/14/91 00:00:00","JA","15/2766","11/06/91 00:00:00",,,"11/22/91 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,"*(",
